chunk_id,embedding_text,description_short,description_full,section_title,work_category,rate,unit_norm,qty,source_file,sheet_name,rate_per_unit_label,est_tokens
5fd8dfc9021034769c19cd6b020a0f69,"WORK: civil_id
ITEM: Tile from Porch & Passage Area
SPEC: Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing.
SECTION: REMOVAL / DISMANTLING
UNIT: ls",Tile from Porch & Passage Area,"REMOVAL / DISMANTLING — Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing. | Tile from Porch & Passage Area",REMOVAL / DISMANTLING,civil_id,110000.0,ls,1,1.Civil.xlsx,1.Civil,"Rs. 110,000 per ls",85.5
c58b57acee4d91d52f8c38a5167feb0e,"WORK: civil_id
ITEM: Ceiling Removal
SPEC: Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing.
SECTION: REMOVAL / DISMANTLING
UNIT: ls",Ceiling Removal,"REMOVAL / DISMANTLING — Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing. | Ceiling Removal",REMOVAL / DISMANTLING,civil_id,20000.0,ls,1,1.Civil.xlsx,1.Civil,"Rs. 20,000 per ls",81.75
9ca2f9401c421593b8df925c3fccd68b,"WORK: civil_id
ITEM: Gym Mirror Removal
SPEC: Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing.
SECTION: REMOVAL / DISMANTLING
UNIT: ls",Gym Mirror Removal,"REMOVAL / DISMANTLING — Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing. | Gym Mirror Removal",REMOVAL / DISMANTLING,civil_id,8000.0,ls,1,1.Civil.xlsx,1.Civil,"Rs. 8,000 per ls",82.5
4625930d294660b6e2d0ece895250e82,"WORK: civil_id
ITEM: Existing Servant Kitchen Accessories
SPEC: Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing.
SECTION: REMOVAL / DISMANTLING
UNIT: ls",Existing Servant Kitchen Accessories,"REMOVAL / DISMANTLING — Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing. | Existing Servant Kitchen Accessories",REMOVAL / DISMANTLING,civil_id,7000.0,ls,1,1.Civil.xlsx,1.Civil,"Rs. 7,000 per ls",87.0
a471d5ed30d59a79403bc534085fec7d,"WORK: civil_id
ITEM: Existing Toilet Accessories Removal
SPEC: Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing.
SECTION: REMOVAL / DISMANTLING
UNIT: ls",Existing Toilet Accessories Removal,"REMOVAL / DISMANTLING — Providing dismentling of areas as specified and directed by Client / Site Engineer, Dismentling to be done following protocols including carriage and dumping the wastage to dump station. Taking care of property without damaging any other thing. | Existing Toilet Accessories Removal",REMOVAL / DISMANTLING,civil_id,10000.0,ls,1,1.Civil.xlsx,1.Civil,"Rs. 10,000 per ls",86.75
76a5de2d34d54aec90f4c0d939f4a356,"WORK: civil_id
ITEM: PCC 1"" Thick
SPEC: Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per dir
SECTION: CEMENT CONCRETE
UNIT: sft","PCC 1"" Thick","CEMENT CONCRETE — Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per directions of architect/project manager. | PCC 1"" Thick",CEMENT CONCRETE,civil_id,110.0,sft,R.O,1.Civil.xlsx,1.Civil,Rs. 110 per sft,143.75
56d409bb6c729f816f85e9d53e698cdf,"WORK: civil_id
ITEM: PCC 1-1/2"" Thick
SPEC: Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per dir
SECTION: CEMENT CONCRETE
UNIT: sft","PCC 1-1/2"" Thick","CEMENT CONCRETE — Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per directions of architect/project manager. | PCC 1-1/2"" Thick",CEMENT CONCRETE,civil_id,140.0,sft,R.O,1.Civil.xlsx,1.Civil,Rs. 140 per sft,144.75
23e42c63c6c11b5e778b56f06f3fba65,"WORK: civil_id
ITEM: PCC 2"" Thick
SPEC: Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per dir
SECTION: CEMENT CONCRETE
UNIT: sft","PCC 2"" Thick","CEMENT CONCRETE — Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per directions of architect/project manager. | PCC 2"" Thick",CEMENT CONCRETE,civil_id,175.0,sft,2388,1.Civil.xlsx,1.Civil,Rs. 175 per sft,143.75
694ca2453c7a560128b3a5935c3d9a79,"WORK: civil_id
ITEM: PCC 3"" Thick
SPEC: Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per dir
SECTION: CEMENT CONCRETE
UNIT: sft","PCC 3"" Thick","CEMENT CONCRETE — Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per directions of architect/project manager. | PCC 3"" Thick",CEMENT CONCRETE,civil_id,225.0,sft,824,1.Civil.xlsx,1.Civil,Rs. 225 per sft,143.75
7e4dc8014fffa3424943eb6259c18198,"WORK: civil_id
ITEM: PCC 8"" Thick (With 5"" Thick Brick Ballast)
SPEC: Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per dir
SECTION: CEMENT CONCRETE
UNIT: sft","PCC 8"" Thick (With 5"" Thick Brick Ballast)","CEMENT CONCRETE — Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per directions of architect/project manager. | PCC 8"" Thick (With 5"" Thick Brick Ballast)",CEMENT CONCRETE,civil_id,325.0,sft,303,1.Civil.xlsx,1.Civil,Rs. 325 per sft,151.25
c3dd650077382cff17ce67410124bdab,"WORK: civil_id
ITEM: Kitchen RCC Slab 2"" x 24"" [1:2:4 Including Steel #3 Bars at 8"" Spacing Shuttering]
SPEC: Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per dir
SECTION: CEMENT CONCRETE
UNIT: rft","Kitchen RCC Slab 2"" x 24"" [1:2:4 Including Steel #3 Bars at 8"" Spacing Shuttering]","CEMENT CONCRETE — Providing, laying and casting in-site plain cement concrete of specified proportions, consisting of OPC (Bestway/Lucky), Locally available clean coarse sand and plant aggregarte of 3/4"" down wherever required as in drawings or on instructions of representative of client, 60Grade RCC bard where reinforcement required. including, shuttering, compacting, vibrating, curing, bending, cutting and fixing.In case of raise floor use base of compacted brick ballast, complete in all respects and as per directions of architect/project manager. | Kitchen RCC Slab 2"" x 24"" [1:2:4 Including Steel #3 Bars at 8"" Spacing Shuttering]",CEMENT CONCRETE,civil_id,1525.0,rft,12,1.Civil.xlsx,1.Civil,"Rs. 1,525 per rft",161.25
863b8d0bbe33afcd2dc35d38b9542f06,"WORK: civil_id
ITEM: Porcelain Tile
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Porcelain Tile,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Porcelain Tile",TILE INSTALLATION (Fixing Only),civil_id,250.0,sft,22,1.Civil.xlsx,1.Civil,Rs. 250 per sft,148.25
0f0903ee66f221e81ddbf97535867996,"WORK: civil_id
ITEM: Garrage / Passage Tile
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Garrage / Passage Tile,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Garrage / Passage Tile",TILE INSTALLATION (Fixing Only),civil_id,250.0,sft,1750,1.Civil.xlsx,1.Civil,Rs. 250 per sft,150.25
0bf006e02576ca09fc7e3594ccb18cf5,"WORK: civil_id
ITEM: Pool Passage Tiles
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Pool Passage Tiles,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Pool Passage Tiles",TILE INSTALLATION (Fixing Only),civil_id,250.0,sft,825,1.Civil.xlsx,1.Civil,Rs. 250 per sft,149.25
a0c6fa899ed6488930212e68a1c23320,"WORK: civil_id
ITEM: Matt / PVC Floor
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Matt / PVC Floor,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Matt / PVC Floor",TILE INSTALLATION (Fixing Only),civil_id,200.0,sft,350,1.Civil.xlsx,1.Civil,Rs. 200 per sft,148.75
88c73ef02536af7e3817a7c7db1b44ed,"WORK: civil_id
ITEM: Kitchen Shelf Marble Installation
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Kitchen Shelf Marble Installation,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Kitchen Shelf Marble Installation",TILE INSTALLATION (Fixing Only),civil_id,220.0,sft,15,1.Civil.xlsx,1.Civil,Rs. 220 per sft,153.0
cffdbcab3e6588a982181f9159eff75d,"WORK: civil_id
ITEM: Parapet Marble Ledge
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Parapet Marble Ledge,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Parapet Marble Ledge",TILE INSTALLATION (Fixing Only),civil_id,370.0,sft,62.25,1.Civil.xlsx,1.Civil,Rs. 370 per sft,149.75
956022fd0305741eb639e2a7ecffdcfa,"WORK: civil_id
ITEM: Wall Tiles
SPEC: Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing,
SECTION: TILE INSTALLATION (Fixing Only)
UNIT: sft",Wall Tiles,"TILE INSTALLATION (Fixing Only) — Laying of owner provided tiles at walls and floor using Sika/Stile/ressichem tile bond and base Plaster in Ratio (1:5) 1½"" - 2½"" thick for floor, cement sand mortar using approved Cement and clean Local dust free sand, as per site requirement, unsanded grout, tile levelers, color pigments, spacers in required size, cutting, curing, cleaning, grooving, chipping if required for leveling and bonding, wastage, all fixing accessories and arrangements, etc. Complete in all respects and as per drawing, patterns and directions of the Architect. | Wall Tiles",TILE INSTALLATION (Fixing Only),civil_id,260.0,sft,405,1.Civil.xlsx,1.Civil,Rs. 260 per sft,147.25
